,total_points,total_pointsALL,minutesALL,goals_concededALL,influenceALL,bonusALL,bpsALL,ict_indexALL,clean_sheetsALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,AV_bonus_past5,AV_bps_past5,AV_clean_sheets_past5,AV_goals_conceded_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_penalties_saved_past5,AV_saves_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
2993,2,29,720,8,205.6,3,158,21.4,2,0,0,38,25,1090,1060,0.0,7.6,0.2,0.2,0.62,6.24,36.0,0.0,0.6,1.6,38.6,3,18
2994,0,29,720,8,205.6,3,158,21.4,2,0,0,38,16,1070,1080,0.0,7.6,0.2,0.2,0.62,6.24,36.0,0.0,0.6,1.6,39.0,3,16
3829,1,17,292,4,66.2,1,65,6.6,2,0,0,39,17,1100,1055,0.0,2.25,0.0,0.75,0.22,2.15,22.5,0.0,0.25,0.25,39.25,14,10
3830,7,17,292,4,66.2,1,65,6.6,2,0,0,39,15,1050,1050,0.0,6.6,0.2,0.6,0.62,6.2,36.0,0.0,0.8,1.6,39.2,14,19
3831,0,17,292,4,66.2,1,65,6.6,2,0,0,39,16,1100,1125,0.0,6.6,0.2,0.6,0.62,6.2,36.0,0.0,0.8,1.6,39.2,14,17
3832,0,17,292,4,66.2,1,65,6.6,2,0,0,39,10,1280,1210,0.0,6.6,0.2,0.6,0.62,6.2,36.0,0.0,0.8,1.6,39.0,14,6
3833,0,17,292,4,66.2,1,65,6.6,2,0,0,39,19,1100,1110,0.0,6.6,0.2,0.6,0.62,6.2,36.0,0.0,0.8,1.6,39.0,14,13
3834,0,17,292,4,66.2,1,65,6.6,2,0,0,39,2,1210,1180,0.0,4.8,0.2,0.0,0.44,4.48,18.0,0.0,0.6,1.4,39.2,14,9
3844,1,17,292,4,66.2,1,65,6.6,2,0,0,39,27,1105,1050,0.0,1.0,0.0,0.2,0.18,1.76,9.0,0.0,0.2,0.2,39.2,14,6
3845,0,17,292,4,66.2,1,65,6.6,2,0,0,39,9,1100,1055,0.0,1.0,0.0,0.2,0.18,1.76,9.0,0.0,0.2,0.2,39.4,14,12
3846,0,17,292,4,66.2,1,65,6.6,2,0,0,39,13,1055,1050,0.0,1.0,0.0,0.2,0.18,1.76,9.0,0.0,0.2,0.2,39.4,14,11
3847,0,17,292,4,66.2,1,65,6.6,2,0,0,39,4,1070,1080,0.0,1.0,0.0,0.2,0.18,1.76,9.0,0.0,0.2,0.2,39.6,14,16
3848,0,17,292,4,66.2,1,65,6.6,2,0,0,39,28,1175,1180,0.0,1.0,0.0,0.2,0.18,1.76,9.0,0.0,0.2,0.2,39.4,14,11
3853,8,17,292,4,66.2,1,65,6.6,2,0,0,39,14,1350,1370,0.2,5.4,0.2,0.0,0.52,5.28,13.4,0.0,0.6,1.6,39.6,14,2
4216,6,92,2070,19,317.0,3,398,31.6,10,0,1,50,19,1145,1140,0.0,25.0,0.0,2.0,3.0,30.2,90.0,1.0,1.0,6.0,49.0,2,10
4217,8,92,2070,19,317.0,3,398,31.6,10,0,1,50,21,1100,1120,0.5,27.0,0.5,1.0,2.5,25.0,90.0,0.5,3.0,7.0,49.0,2,16
4218,2,92,2070,19,317.0,3,398,31.6,10,0,1,50,9,1125,1080,0.33,23.67,0.33,1.33,2.43,24.33,90.0,0.33,3.0,5.33,48.67,2,8
4219,1,92,2070,19,317.0,3,398,31.6,10,0,1,50,20,1055,1050,0.25,20.75,0.25,1.5,2.2,22.05,90.0,0.25,2.75,4.25,48.75,2,11
4220,6,92,2070,19,317.0,3,398,31.6,10,0,1,50,17,1210,1180,0.2,21.0,0.4,1.2,1.98,19.8,90.0,0.2,2.4,4.6,48.8,2,9
4221,0,92,2070,19,317.0,3,398,31.6,10,0,1,50,3,1175,1180,0.2,16.0,0.4,0.8,1.38,13.76,72.0,0.0,2.2,3.4,48.8,2,11
4222,0,92,2070,19,317.0,3,398,31.6,10,0,1,50,1,1230,1150,0.0,10.2,0.2,0.8,0.98,9.8,54.0,0.0,1.2,1.8,49.0,13,5
4223,0,92,2070,19,317.0,3,398,31.6,10,0,1,50,13,1100,1110,0.0,6.8,0.2,0.4,0.52,5.2,36.0,0.0,0.6,1.4,49.2,2,13
4224,6,92,2070,19,317.0,3,398,31.6,10,0,1,50,25,1045,1050,0.0,8.4,0.4,0.0,0.3,3.04,36.0,0.0,0.2,2.4,49.4,2,19
4225,2,92,2070,19,317.0,3,398,31.6,10,0,1,50,14,1100,1105,0.0,6.4,0.2,0.2,0.46,4.6,36.0,0.0,0.4,1.6,49.4,2,14
4226,2,92,2070,19,317.0,3,398,31.6,10,0,1,50,11,1105,1050,0.0,8.0,0.2,0.4,0.52,5.2,54.0,0.0,0.4,2.0,49.2,2,6
4227,8,92,2070,19,317.0,3,398,31.6,10,0,1,50,5,1095,1125,0.4,14.0,0.4,0.4,0.76,7.52,72.0,0.0,0.6,3.6,48.8,2,15
4228,0,92,2070,19,317.0,3,398,31.6,10,0,1,50,4,1220,1210,0.4,14.0,0.4,0.4,0.76,7.52,72.0,0.0,0.6,3.6,48.6,2,7
4229,2,92,2070,19,317.0,3,398,31.6,10,0,1,50,18,1240,1210,0.4,12.6,0.2,0.6,1.02,9.96,72.0,0.0,1.0,2.8,48.4,2,3
4230,6,92,2070,19,317.0,3,398,31.6,10,0,1,50,10,1040,1020,0.4,14.0,0.4,0.4,0.7,6.88,72.0,0.0,0.6,3.6,48.2,2,20
4231,3,92,2070,19,317.0,3,398,31.6,10,0,1,50,12,1050,1050,0.4,15.8,0.4,0.4,1.16,11.56,72.0,0.0,1.4,3.8,48.4,2,19
4232,0,92,2070,19,317.0,3,398,31.6,10,0,1,50,28,1100,1055,0.0,9.8,0.2,0.4,0.92,9.24,54.0,0.0,1.2,2.2,48.8,2,13
4233,6,92,2070,19,317.0,3,398,31.6,10,0,1,50,8,1365,1360,0.0,13.8,0.4,0.4,1.0,10.08,72.0,0.0,1.2,3.4,48.8,2,1
4234,2,92,2070,19,317.0,3,398,31.6,10,0,1,50,22,1065,1050,0.0,13.4,0.4,0.4,1.02,10.36,72.0,0.0,1.2,3.4,48.8,2,17
4235,1,92,2070,19,317.0,3,398,31.6,10,0,1,50,15,1055,1020,0.0,10.2,0.2,1.0,0.96,9.72,72.0,0.0,1.4,2.4,49.0,2,18
4236,0,92,2070,19,317.0,3,398,31.6,10,0,1,50,2,1070,1080,0.0,6.8,0.2,0.8,0.44,4.44,54.0,0.0,0.6,1.8,49.2,2,16
4237,2,92,2070,19,317.0,3,398,31.6,10,0,1,50,26,1280,1210,0.0,9.2,0.2,1.0,0.72,7.24,72.0,0.0,0.8,2.2,49.2,2,6
4238,2,92,2070,19,317.0,3,398,31.6,10,0,1,50,23,1370,1350,0.0,7.4,0.0,1.2,0.86,8.56,72.0,0.0,1.0,1.4,49.4,2,3
4239,6,92,2070,19,317.0,3,398,31.6,10,0,1,50,7,1100,1055,0.0,10.4,0.2,1.0,0.82,8.24,72.0,0.0,0.8,2.2,49.2,2,12
4240,2,92,2070,19,317.0,3,398,31.6,10,0,1,50,6,1230,1150,0.0,12.8,0.2,0.8,1.3,13.08,72.0,0.0,1.2,2.4,49.0,2,5
4241,6,92,2070,19,317.0,3,398,31.6,10,0,1,50,27,1030,1045,0.0,16.6,0.4,0.8,1.38,13.88,90.0,0.0,1.2,3.6,49.0,2,20
4242,2,92,2070,19,317.0,3,398,31.6,10,0,1,50,16,1160,1140,0.0,17.0,0.4,0.8,1.52,15.36,90.0,0.0,1.4,3.6,48.8,2,4
4243,6,92,2070,19,317.0,3,398,31.6,10,0,1,50,24,1100,1055,0.0,19.4,0.6,0.6,1.52,15.4,90.0,0.0,1.4,4.4,48.8,2,10
4247,2,13,810,21,220.2,0,128,22.2,0,0,1,44,18,1210,1180,0.0,4.0,0.0,0.25,0.82,8.25,22.5,0.0,1.25,0.5,44.75,16,9
4248,0,13,810,21,220.2,0,128,22.2,0,0,1,44,3,1100,1125,0.0,3.2,0.0,0.2,0.66,6.6,18.0,0.0,1.0,0.4,44.8,7,17
4249,0,13,810,21,220.2,0,128,22.2,0,0,1,44,14,1100,1055,0.0,3.2,0.0,0.2,0.66,6.6,18.0,0.0,1.0,0.4,44.6,16,10
4250,0,13,810,21,220.2,0,128,22.2,0,0,1,44,11,1045,1050,0.0,3.2,0.0,0.2,0.66,6.6,18.0,0.0,1.0,0.4,44.6,16,19
4251,0,13,810,21,220.2,0,128,22.2,0,0,1,44,16,1370,1350,0.0,3.2,0.0,0.2,0.66,6.6,18.0,0.0,1.0,0.4,44.4,16,3
4258,1,13,810,21,220.2,0,128,22.2,0,0,1,44,19,1125,1080,0.0,1.8,0.0,0.4,0.26,2.52,18.0,0.0,0.2,0.2,44.2,16,8
4259,2,13,810,21,220.2,0,128,22.2,0,0,1,44,22,1040,1020,0.0,4.6,0.0,0.8,0.74,7.24,36.0,0.0,0.8,0.6,44.0,16,20
4260,0,13,810,21,220.2,0,128,22.2,0,0,1,44,23,1100,1070,0.0,7.0,0.0,1.6,1.14,11.16,54.0,0.0,1.2,0.6,44.0,16,9
4261,0,13,810,21,220.2,0,128,22.2,0,0,1,44,7,1125,1130,0.0,7.0,0.0,1.6,1.14,11.16,54.0,0.0,1.2,0.6,44.2,16,7
4262,1,13,810,21,220.2,0,128,22.2,0,0,1,44,24,1190,1150,0.0,9.4,0.0,2.2,1.5,14.68,72.0,0.0,1.6,0.8,44.2,16,8
4263,3,13,810,21,220.2,0,128,22.2,0,0,1,44,17,1355,1350,0.0,12.2,0.0,2.2,2.3,22.8,72.0,0.0,2.8,1.2,44.2,16,1
4264,0,13,810,21,220.2,0,128,22.2,0,0,1,44,9,1105,1050,0.0,9.4,0.0,1.8,1.82,18.08,54.0,0.0,2.2,0.8,44.4,16,6
4265,0,13,810,21,220.2,0,128,22.2,0,0,1,44,1,1100,1105,0.0,7.0,0.0,1.0,1.42,14.16,36.0,0.0,1.8,0.8,44.6,7,14
4266,0,13,810,21,220.2,0,128,22.2,0,0,1,44,27,1170,1110,0.0,7.0,0.0,1.0,1.42,14.16,36.0,0.0,1.8,0.8,44.4,16,5
4267,3,13,810,21,220.2,0,128,22.2,0,0,1,44,20,1100,1055,0.0,8.2,0.0,0.6,1.52,15.16,36.0,0.0,2.2,1.2,44.4,16,13
4268,0,13,810,21,220.2,0,128,22.2,0,0,1,44,15,1100,1130,0.0,3.6,0.0,0.2,0.46,4.52,18.0,0.0,0.8,0.6,44.4,16,12
4269,0,13,810,21,220.2,0,128,22.2,0,0,1,44,8,1100,1125,0.0,3.6,0.0,0.2,0.46,4.52,18.0,0.0,0.8,0.6,44.4,16,17
4270,-2,13,810,21,220.2,0,128,22.2,0,0,1,44,21,1350,1370,0.0,4.8,0.0,1.2,0.64,6.36,36.0,0.0,1.2,0.2,44.2,16,2
4271,0,13,810,21,220.2,0,128,22.2,0,0,1,44,28,1090,1060,0.0,4.8,0.0,1.2,0.64,6.36,36.0,0.0,1.2,0.2,44.2,16,18
4982,1,87,2312,25,455.2,5,449,46.4,8,0,5,55,12,1125,1080,0.0,24.0,0.0,4.0,3.3,33.2,90.0,0.0,5.0,1.0,55.0,1,8
4983,1,87,2312,25,455.2,5,449,46.4,8,0,5,55,14,1230,1150,0.0,18.5,0.0,3.5,2.2,22.0,90.0,0.0,3.0,1.0,55.0,1,5
4984,6,87,2312,25,455.2,5,449,46.4,8,0,5,55,2,1280,1210,0.0,20.67,0.33,2.33,2.23,18.93,90.0,0.0,2.33,2.67,55.0,1,6
4985,4,87,2312,25,455.2,5,449,46.4,8,0,5,55,15,1160,1140,0.0,21.25,0.25,2.0,2.82,25.6,90.0,0.0,3.25,3.0,55.0,1,4
4986,5,87,2312,25,455.2,5,449,46.4,8,0,5,55,25,1190,1150,0.4,21.6,0.2,1.8,3.08,28.72,90.0,0.0,3.6,3.4,55.0,1,8
4987,2,87,2312,25,455.2,5,449,46.4,8,0,5,55,13,1370,1350,0.4,20.6,0.2,1.2,2.98,27.6,90.0,0.0,3.0,3.6,55.0,1,3
4988,6,87,2312,25,455.2,5,449,46.4,8,0,5,55,20,1040,1020,0.4,22.8,0.4,0.6,3.16,29.4,90.0,0.0,3.2,4.6,55.0,1,20
4989,2,87,2312,25,455.2,5,449,46.4,8,0,5,55,27,1220,1210,0.4,19.6,0.2,0.8,2.8,27.88,90.0,0.0,3.0,3.8,55.0,1,7
4990,6,87,2312,25,455.2,5,449,46.4,8,0,5,55,6,1100,1125,0.4,19.6,0.4,0.6,2.34,23.4,90.0,0.0,2.4,4.2,55.2,1,17
4991,7,87,2312,25,455.2,5,449,46.4,8,0,5,55,10,1125,1130,0.0,20.4,0.6,0.4,2.04,20.36,90.0,0.0,2.0,4.6,55.2,1,7
4992,1,87,2312,25,455.2,5,449,46.4,8,0,5,55,8,1350,1370,0.0,18.8,0.6,0.4,1.78,17.92,90.0,0.0,1.8,4.4,55.4,1,2
4993,0,87,2312,25,455.2,5,449,46.4,8,0,5,55,17,1100,1120,0.0,14.8,0.4,0.8,1.4,14.24,90.0,0.0,1.4,3.2,55.4,1,16
4994,2,87,2312,25,455.2,5,449,46.4,8,0,5,55,23,1100,1110,0.0,15.0,0.4,0.8,1.54,15.56,90.0,0.0,1.6,3.2,55.4,1,13
4995,1,87,2312,25,455.2,5,449,46.4,8,0,5,55,22,1050,1050,0.0,13.4,0.2,1.0,1.34,13.52,90.0,0.0,1.4,2.2,55.2,1,19
4996,2,87,2312,25,455.2,5,449,46.4,8,0,5,55,3,1030,1045,0.0,9.4,0.0,1.2,0.9,9.2,90.0,0.0,0.8,1.2,55.2,1,20
4997,2,87,2312,25,455.2,5,449,46.4,8,0,5,55,19,1095,1125,0.0,11.0,0.0,1.2,0.92,9.24,90.0,0.0,0.8,1.4,55.0,1,15
4998,1,87,2312,25,455.2,5,449,46.4,8,0,5,55,21,1105,1050,0.0,10.6,0.0,0.8,0.9,8.96,73.4,0.0,0.8,1.6,55.0,1,6
4999,1,87,2312,25,455.2,5,449,46.4,8,0,5,55,7,1100,1085,0.0,10.0,0.0,1.0,0.7,7.08,73.4,0.0,0.6,1.4,55.2,1,14
5000,0,87,2312,25,455.2,5,449,46.4,8,0,5,55,28,1240,1210,0.0,7.2,0.0,1.0,0.44,4.48,66.4,0.0,0.4,1.2,55.2,1,3
5001,2,87,2312,25,455.2,5,449,46.4,8,0,5,55,5,1100,1055,0.0,8.2,0.0,1.0,0.68,6.84,66.4,0.0,0.8,1.2,55.4,1,10
5002,2,87,2312,25,455.2,5,449,46.4,8,0,5,55,16,1055,1020,0.0,6.4,0.0,1.0,0.52,5.32,66.4,0.0,0.8,1.2,55.4,1,18
5003,0,87,2312,25,455.2,5,449,46.4,8,0,5,55,9,1210,1180,0.0,6.0,0.0,1.0,0.52,5.32,65.0,0.0,0.8,1.0,55.6,1,9
5004,6,87,2312,25,455.2,5,449,46.4,8,0,5,55,1,1045,1050,0.0,10.0,0.2,0.6,0.84,8.52,65.0,0.0,1.0,2.0,55.4,1,19
5005,3,87,2312,25,455.2,5,449,46.4,8,0,5,55,4,1175,1180,0.0,13.2,0.2,0.6,1.46,14.8,72.0,0.0,1.4,2.6,55.6,1,11
5006,7,87,2312,25,455.2,5,449,46.4,8,0,5,55,24,1100,1125,0.2,16.4,0.4,0.4,1.5,15.08,72.0,0.0,1.2,3.6,55.4,1,15
5007,9,87,2312,25,455.2,5,449,46.4,8,0,5,55,26,1100,1055,0.6,21.0,0.6,0.2,1.88,18.88,72.0,0.0,1.8,5.0,55.4,1,12
5008,6,87,2312,25,455.2,5,449,46.4,8,0,5,55,25,1100,1055,0.6,25.8,0.8,0.2,2.26,22.72,90.0,0.0,2.2,6.2,55.2,1,13
5009,2,87,2312,25,455.2,5,449,46.4,8,0,5,55,11,1100,1130,0.6,22.8,0.6,0.4,2.06,20.64,90.0,0.0,2.0,5.4,55.2,1,12
6355,6,91,2610,43,750.0,8,560,75.1,6,0,2,53,28,1160,1140,0.0,29.0,1.0,0.0,1.5,14.8,90.0,0.0,1.0,6.0,53.0,5,4
6356,7,91,2610,43,750.0,8,560,75.1,6,0,2,53,3,1100,1055,0.0,28.5,1.0,0.0,1.75,17.6,90.0,0.0,2.0,6.5,51.5,5,12
6357,2,91,2610,43,750.0,8,560,75.1,6,0,2,53,27,1100,1120,0.0,23.33,0.67,0.33,1.33,13.33,90.0,0.0,1.33,5.0,52.0,5,16
6358,1,91,2610,43,750.0,8,560,75.1,6,0,2,53,14,1355,1350,0.0,20.75,0.5,1.0,1.42,14.15,90.0,0.0,1.5,4.0,52.0,5,1
6359,2,91,2610,43,750.0,8,560,75.1,6,0,2,53,29,1055,1050,0.0,20.2,0.4,1.4,1.9,18.88,90.0,0.0,2.0,3.6,52.2,5,11
6360,6,91,2610,43,750.0,8,560,75.1,6,0,2,53,17,1065,1050,0.0,18.8,0.4,1.4,1.84,18.36,90.0,0.0,2.0,3.6,52.0,5,17
6361,2,91,2610,43,750.0,8,560,75.1,6,0,2,53,4,1045,1050,0.0,16.4,0.2,1.8,1.92,19.16,90.0,0.0,2.0,2.6,52.2,5,19
6362,1,91,2610,43,750.0,8,560,75.1,6,0,2,53,19,1100,1070,0.0,18.0,0.2,2.4,2.74,27.32,90.0,0.0,3.0,2.4,52.2,5,9
6363,3,91,2610,43,750.0,8,560,75.1,6,0,2,53,5,1040,1020,0.0,18.8,0.2,2.0,3.06,30.52,90.0,0.0,3.4,2.8,52.0,5,20
6364,2,91,2610,43,750.0,8,560,75.1,6,0,2,53,15,1145,1140,0.0,19.4,0.2,1.8,2.86,28.6,90.0,0.0,3.2,2.8,51.8,5,10
6365,3,91,2610,43,750.0,8,560,75.1,6,0,2,53,25,1100,1105,0.2,19.6,0.0,2.2,3.36,33.6,90.0,0.0,4.0,2.2,52.0,5,14
6366,2,91,2610,43,750.0,8,560,75.1,6,0,2,53,6,1350,1370,0.2,20.4,0.0,2.2,3.48,34.76,90.0,0.0,4.2,2.2,52.0,5,2
6367,3,91,2610,43,750.0,8,560,75.1,6,0,2,53,20,1100,1130,0.2,19.2,0.0,1.6,3.08,30.8,90.0,0.0,3.8,2.6,52.0,5,12
6368,1,91,2610,43,750.0,8,560,75.1,6,0,2,53,12,1100,1085,0.2,19.2,0.0,1.8,2.84,28.52,90.0,0.0,3.4,2.2,52.2,5,14
6369,11,91,2610,43,750.0,8,560,75.1,6,0,2,53,2,1220,1210,0.8,23.2,0.2,1.4,3.18,31.88,90.0,0.0,4.0,4.0,51.8,5,7
6370,2,91,2610,43,750.0,8,560,75.1,6,0,2,53,16,1280,1210,0.6,21.2,0.2,1.2,2.86,28.64,90.0,0.0,3.4,3.8,51.6,5,6
6371,2,91,2610,43,750.0,8,560,75.1,6,0,2,53,22,1100,1055,0.6,20.0,0.2,1.2,2.8,28.08,90.0,0.0,3.2,3.8,52.0,5,13
6372,2,91,2610,43,750.0,8,560,75.1,6,0,2,53,13,1285,1220,0.6,19.8,0.2,1.4,2.6,26.04,90.0,0.0,3.2,3.6,51.8,5,4
6373,1,91,2610,43,750.0,8,560,75.1,6,0,2,53,11,1190,1150,0.6,19.6,0.2,1.8,2.76,27.52,90.0,0.0,3.4,3.6,51.8,5,8
6374,7,91,2610,43,750.0,8,560,75.1,6,0,2,53,8,1055,1020,0.2,16.6,0.2,1.8,2.26,22.44,90.0,0.0,2.6,2.8,52.0,5,18
6375,1,91,2610,43,750.0,8,560,75.1,6,0,2,53,1,1100,1110,0.2,17.0,0.2,2.0,1.84,18.24,90.0,0.0,3.0,2.6,51.6,5,13
6376,6,91,2610,43,750.0,8,560,75.1,6,0,2,53,9,1175,1180,0.2,18.8,0.4,1.6,1.82,18.0,90.0,0.0,3.0,3.4,51.4,5,11
6377,2,91,2610,43,750.0,8,560,75.1,6,0,2,53,24,1210,1180,0.2,19.0,0.4,1.4,1.9,18.92,90.0,0.0,2.8,3.4,51.6,5,9
6378,3,91,2610,43,750.0,8,560,75.1,6,0,2,53,7,1370,1350,0.2,18.6,0.4,0.8,1.76,17.68,90.0,0.0,2.8,3.8,51.4,5,3
6379,1,91,2610,43,750.0,8,560,75.1,6,0,2,53,23,1095,1125,0.0,16.8,0.2,1.2,1.96,19.68,90.0,0.0,2.8,2.6,51.8,5,15
6380,3,91,2610,43,750.0,8,560,75.1,6,0,2,53,10,1070,1080,0.2,17.4,0.2,1.0,2.48,24.84,90.0,0.0,2.4,3.0,52.2,5,16
6381,1,91,2610,43,750.0,8,560,75.1,6,0,2,53,21,1125,1130,0.2,16.0,0.0,1.4,2.08,20.72,90.0,0.0,1.8,2.0,52.4,5,7
6382,6,91,2610,43,750.0,8,560,75.1,6,0,2,53,18,1100,1125,0.6,18.8,0.0,1.4,2.88,28.72,90.0,0.0,2.8,2.8,52.4,5,15
7211,0,8,411,14,137.0,0,78,13.6,0,0,1,45,27,1365,1370,0.0,17.0,0.0,6.0,2.6,26.2,90.0,0.0,4.0,0.0,45.0,20,2
7212,0,8,411,14,137.0,0,78,13.6,0,0,1,45,25,1210,1180,0.0,8.5,0.0,3.0,1.3,13.1,45.0,0.0,2.0,0.0,45.0,20,9
7213,3,8,411,14,137.0,0,78,13.6,0,0,1,45,28,1100,1055,0.0,14.0,0.0,2.67,2.83,28.53,60.0,0.0,4.33,1.0,45.0,20,12
7214,2,8,411,14,137.0,0,78,13.6,0,0,1,45,26,1100,1085,0.0,13.0,0.0,2.25,2.33,23.35,67.5,0.0,3.5,1.25,45.0,20,14
7215,0,8,411,14,137.0,0,78,13.6,0,0,1,45,22,1070,1080,0.0,11.2,0.0,2.2,1.88,18.92,64.2,0.0,2.8,1.0,45.0,20,16
7216,0,8,411,14,137.0,0,78,13.6,0,0,1,45,23,1285,1220,0.0,7.8,0.0,1.0,1.36,13.68,46.2,0.0,2.0,1.0,45.0,20,4
7217,0,8,411,14,137.0,0,78,13.6,0,0,1,45,24,1055,1020,0.0,7.8,0.0,1.0,1.36,13.68,46.2,0.0,2.0,1.0,45.0,20,18
8067,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,21,1090,1060,0.0,14.0,0.0,1.0,2.6,25.6,90.0,0.0,4.0,2.0,45.0,19,18
8068,1,70,2520,62,903.6,5,533,90.7,2,0,2,45,28,1100,1055,0.0,13.5,0.0,1.5,2.2,21.8,90.0,0.0,3.0,1.5,45.0,19,10
8069,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,20,1160,1140,0.0,15.0,0.0,2.0,2.4,23.93,90.0,0.0,3.33,1.67,45.0,19,4
8070,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,26,1070,1080,0.0,15.0,0.0,2.25,2.38,23.7,90.0,0.0,3.25,1.75,45.0,19,16
8071,1,70,2520,62,903.6,5,533,90.7,2,0,2,45,27,1100,1130,0.0,14.0,0.0,2.2,2.28,22.76,90.0,0.0,2.8,1.6,45.0,19,12
8072,1,70,2520,62,903.6,5,533,90.7,2,0,2,45,22,1355,1350,0.0,13.6,0.0,2.6,2.1,21.12,90.0,0.0,2.2,1.4,45.0,19,1
8073,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,5,1065,1050,0.0,14.2,0.0,2.4,2.1,21.04,90.0,0.0,2.4,1.6,45.0,19,17
8074,3,70,2520,62,903.6,5,533,90.7,2,0,2,45,9,1100,1110,0.0,15.6,0.0,2.4,2.5,24.96,90.0,0.0,2.8,1.8,45.0,19,13
8075,1,70,2520,62,903.6,5,533,90.7,2,0,2,45,4,1230,1150,0.0,16.8,0.0,2.8,2.88,28.84,90.0,0.0,3.2,1.6,45.0,19,5
8076,7,70,2520,62,903.6,5,533,90.7,2,0,2,45,16,1100,1070,0.4,20.6,0.0,2.6,4.08,40.88,90.0,0.0,5.0,2.8,45.0,19,9
8077,9,70,2520,62,903.6,5,533,90.7,2,0,2,45,18,1055,1050,0.8,24.6,0.2,2.0,4.52,45.28,90.0,0.0,5.8,4.4,45.0,19,11
8078,3,70,2520,62,903.6,5,533,90.7,2,0,2,45,15,1100,1085,0.8,24.2,0.2,2.0,4.6,46.12,90.0,0.0,5.8,4.6,45.0,19,14
8079,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,7,1055,1020,0.8,21.6,0.2,1.6,3.9,39.08,90.0,0.0,4.8,4.4,45.0,19,18
8080,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,23,1175,1180,0.8,22.0,0.2,1.0,3.98,39.28,90.0,0.0,4.8,4.6,45.0,19,11
8081,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,17,1100,1125,0.4,20.8,0.2,1.2,3.16,31.0,90.0,0.0,3.6,3.6,45.0,19,15
8082,0,70,2520,62,903.6,5,533,90.7,2,0,2,45,8,1190,1150,0.0,18.0,0.0,2.0,2.86,27.88,90.0,0.0,3.0,1.8,45.0,19,8
8083,4,70,2520,62,903.6,5,533,90.7,2,0,2,45,24,1240,1210,0.2,20.2,0.0,2.4,3.62,35.4,90.0,0.0,3.8,2.0,45.0,19,3
8084,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,3,1285,1220,0.2,20.8,0.0,2.8,3.92,38.4,90.0,0.0,4.2,2.0,45.0,19,4
8085,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,1,1365,1360,0.2,20.6,0.0,3.0,3.0,29.72,90.0,0.0,4.2,2.0,45.0,19,1
8086,0,70,2520,62,903.6,5,533,90.7,2,0,2,45,29,1100,1055,0.2,16.0,0.0,2.6,2.24,22.16,72.0,0.0,3.4,1.6,45.0,19,13
8087,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,10,1100,1055,0.2,17.2,0.0,2.2,2.52,25.04,72.0,0.0,3.8,2.0,45.0,19,12
8088,2,70,2520,62,903.6,5,533,90.7,2,0,2,45,12,1350,1370,0.0,15.2,0.0,2.2,1.9,19.0,72.0,0.0,3.0,1.6,45.0,19,2
8089,3,70,2520,62,903.6,5,533,90.7,2,0,2,45,19,1370,1350,0.0,17.6,0.0,2.0,2.54,25.52,72.0,0.0,4.0,1.8,45.0,19,3
8090,7,70,2520,62,903.6,5,533,90.7,2,0,2,45,14,1040,1020,0.0,19.0,0.2,1.4,3.1,31.08,72.0,0.0,3.6,2.8,45.0,19,20
8091,0,70,2520,62,903.6,5,533,90.7,2,0,2,45,25,1365,1370,0.0,21.4,0.2,2.4,3.44,34.56,90.0,0.0,4.0,2.8,45.0,19,2
8092,3,70,2520,62,903.6,5,533,90.7,2,0,2,45,7,1105,1050,0.0,21.0,0.2,2.4,3.42,34.32,90.0,0.0,4.4,3.0,45.0,19,6
8093,3,70,2520,62,903.6,5,533,90.7,2,0,2,45,6,1220,1210,0.0,22.0,0.2,2.0,3.46,34.6,90.0,0.0,4.4,3.2,45.0,19,7
8094,1,70,2520,62,903.6,5,533,90.7,2,0,2,45,13,1145,1140,0.0,19.4,0.2,2.0,2.74,27.32,90.0,0.0,3.2,2.8,45.0,19,10
8095,1,70,2520,62,903.6,5,533,90.7,2,0,2,45,11,1100,1120,0.0,16.2,0.0,2.4,2.44,24.4,90.0,0.0,2.8,1.6,45.0,19,16
8306,2,41,1350,28,347.4,5,270,34.7,2,0,0,41,24,1170,1110,0.0,9.5,0.0,1.0,1.7,17.1,45.0,0.0,2.0,1.0,42.5,9,5
8307,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,16,1050,1050,0.0,6.33,0.0,0.67,1.13,11.4,30.0,0.0,1.33,0.67,42.67,9,19
8308,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,25,1030,1045,0.0,4.75,0.0,0.5,0.85,8.55,22.5,0.0,1.0,0.5,42.5,9,20
