,total_points,value,goals_scoredALL,assistsALL,total_pointsALL,minutesALL,goals_concededALL,creativityALL,influenceALL,threatALL,bonusALL,bpsALL,ict_indexALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence,AV_assists_past5,AV_bonus_past5,AV_bps_past5,AV_creativity_past5,AV_goals_conceded_past5,AV_goals_scored_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_threat_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
2936,0,43,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,27,1365,1370,1360,0.0,0.4,6.8,7.56,0.8,0.2,2.18,7.2,42.4,6.8,2.2,44.6,20,2
2937,7,43,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,24,1055,1020,1090,0.0,0.6,11.2,5.5,0.6,0.4,3.0,13.8,49.4,10.6,3.4,44.0,20,18
2938,12,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,4,1100,1125,1080,0.2,1.2,16.4,0.7,0.6,0.6,3.36,19.04,48.6,13.8,5.4,44.0,20,15
2939,2,46,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,12,1100,1070,1135,0.2,1.2,18.8,2.92,0.8,0.6,3.84,20.48,66.6,15.0,5.8,44.6,20,9
2940,2,46,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,13,1100,1130,1075,0.2,0.8,15.0,5.4,1.4,0.4,3.14,15.12,66.8,11.0,4.6,44.6,20,12
2941,9,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,11,1100,1105,1100,0.2,1.4,20.6,7.92,1.6,0.6,4.56,22.0,84.8,15.8,6.4,45.0,20,14
2942,2,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,9,1220,1210,1230,0.2,1.2,16.8,10.06,1.8,0.4,4.58,16.84,86.8,19.0,5.4,45.4,20,7
2943,1,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,10,1350,1370,1330,0.0,0.6,10.8,10.02,1.8,0.2,3.5,10.84,78.2,14.2,3.2,45.4,20,2
2944,1,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,5,1170,1110,1230,0.0,0.6,8.0,10.66,2.0,0.2,3.52,11.12,78.2,13.4,3.0,45.2,20,5
2945,5,46,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,19,1090,1060,1120,0.2,0.6,10.4,13.4,2.0,0.2,4.44,12.2,77.2,18.8,3.6,45.2,20,18
2946,1,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,20,1355,1350,1360,0.2,0.0,5.8,12.94,1.8,0.0,3.28,5.92,63.8,14.0,2.0,45.2,20,1
2947,2,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,6,1280,1210,1355,0.2,0.0,5.2,12.94,3.0,0.0,2.5,5.04,63.8,7.0,2.0,45.2,20,6
2948,0,42,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,28,1100,1055,1145,0.2,0.0,4.8,12.82,2.6,0.0,2.48,5.04,57.6,7.0,1.8,44.6,20,12
2949,0,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,3,1045,1050,1040,0.2,0.0,5.2,9.96,2.2,0.0,1.98,3.32,39.6,6.6,1.6,44.6,4,19
2950,0,43,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,25,1210,1180,1240,0.0,0.0,1.6,4.46,1.6,0.0,0.64,1.16,22.6,0.8,0.6,44.0,20,9
2951,2,46,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,17,1125,1080,1170,0.0,0.0,2.0,2.56,2.0,0.0,0.94,3.36,36.0,3.4,0.8,44.2,20,8
2952,0,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,2,1100,1125,1080,0.0,0.0,1.2,1.02,0.4,0.0,0.62,2.8,19.0,2.6,0.4,44.2,4,15
2953,2,46,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,15,1370,1350,1390,0.0,0.0,1.2,1.24,0.8,0.0,1.14,2.88,37.0,7.4,0.8,45.0,20,3
2954,1,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,21,1145,1140,1150,0.0,0.0,2.2,2.14,1.0,0.0,1.42,4.28,41.6,7.8,1.0,45.0,20,10
2955,1,44,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,22,1070,1080,1060,0.0,0.0,2.6,2.14,1.0,0.0,1.42,4.28,42.2,7.8,1.2,45.2,20,16
2956,0,45,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,1,1105,1050,1160,0.0,0.0,1.2,1.98,0.6,0.0,0.86,1.48,24.2,5.2,0.8,45.0,4,6
2957,1,43,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,23,1285,1220,1350,0.0,0.0,2.4,1.46,0.6,0.0,1.16,2.08,28.2,7.8,1.0,44.6,20,4
2958,2,46,4,2,66,1449,36,231.1,231.2,269,9,206,73.2,0,2,42,16,1100,1055,1150,0.0,0.0,4.8,9.7,0.2,0.0,2.22,5.72,28.2,6.6,1.0,44.6,20,13
3077,2,55,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,10,1160,1140,1180,0.0,0.0,0.0,0.1,3.0,0.0,0.0,0.0,75.0,0.0,2.0,55.0,18,4
3078,2,52,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,28,1070,1080,1060,0.0,0.0,1.5,1.3,2.0,0.0,2.05,4.4,82.5,15.0,2.0,53.5,18,16
3079,8,50,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,25,1220,1210,1230,0.0,0.67,12.0,9.13,2.0,0.33,5.03,15.87,85.0,25.33,4.0,52.33,18,7
3080,2,55,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,3,1125,1080,1170,0.0,0.5,10.5,10.12,2.25,0.25,4.47,12.7,86.25,22.0,3.5,53.0,18,8
3081,7,50,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,21,1045,1050,1040,0.0,0.8,13.2,8.18,1.8,0.4,4.66,16.8,72.2,21.6,4.2,52.4,18,19
3082,1,52,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,16,1365,1360,1370,0.0,0.8,13.6,8.16,1.2,0.4,4.66,16.8,60.8,21.6,4.0,51.8,18,1
3083,5,50,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,22,1210,1180,1240,0.2,0.8,15.8,9.9,1.0,0.4,5.46,18.76,59.2,25.8,4.6,51.4,18,9
3084,2,55,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,5,1055,1050,1060,0.2,0.4,9.2,5.36,0.8,0.2,3.38,11.0,55.8,17.8,3.4,52.4,18,11
3085,2,50,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,25,1240,1210,1270,0.2,0.4,9.4,5.16,1.0,0.2,3.24,11.64,55.8,15.8,3.4,51.4,18,3
3086,11,50,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,23,1105,1050,1160,0.4,0.4,13.6,9.36,1.8,0.2,4.54,16.92,68.2,19.4,4.2,51.4,18,6
3087,2,54,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,11,1370,1350,1390,0.4,0.4,13.6,11.52,1.8,0.2,5.26,17.6,79.4,23.8,4.4,51.8,18,3
3088,1,51,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,18,1280,1210,1355,0.2,0.4,10.6,9.38,1.8,0.2,3.66,13.92,65.0,13.6,3.6,52.0,18,6
3089,2,53,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,14,1100,1110,1090,0.2,0.4,12.0,9.04,2.0,0.2,3.78,16.24,62.4,12.4,3.6,51.6,18,13
3090,7,51,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,19,1030,1045,1020,0.6,0.4,14.4,6.98,1.2,0.2,3.48,15.0,48.2,12.8,4.6,51.8,18,20
3091,2,56,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,9,1065,1050,1080,0.4,0.0,6.2,3.18,0.8,0.0,1.36,3.08,48.8,7.4,2.8,53.0,18,17
3092,8,55,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,1,1100,1070,1135,0.4,0.4,11.4,1.02,1.6,0.2,0.64,2.4,52.0,3.0,4.0,53.2,18,9
3093,2,54,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,12,1125,1130,1120,0.4,0.4,12.2,3.24,1.8,0.2,1.66,4.08,68.0,9.4,4.2,53.8,18,7
3094,2,52,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,28,1100,1055,1145,0.4,0.4,11.4,5.6,2.2,0.2,2.38,2.72,74.0,15.6,4.2,53.6,18,12
3095,5,53,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,13,1100,1120,1085,0.2,0.4,10.2,7.56,2.2,0.2,2.84,5.44,84.8,15.6,3.8,54.0,18,16
3096,8,51,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,27,1285,1220,1350,0.2,0.8,15.6,13.54,2.4,0.4,5.08,13.68,86.6,23.6,5.0,53.0,18,4
3097,1,53,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,15,1365,1370,1360,0.2,0.4,11.0,13.58,1.8,0.2,5.22,14.96,74.4,23.6,3.6,52.6,18,2
3098,2,56,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,7,1050,1050,1050,0.2,0.4,11.2,15.78,2.0,0.2,5.38,14.12,74.4,23.8,3.6,53.0,18,19
3099,1,56,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,8,1230,1150,1310,0.2,0.4,10.8,16.12,1.4,0.2,5.42,13.8,74.4,24.2,3.4,53.8,18,5
3100,5,50,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,24,1040,1020,1060,0.0,0.4,13.0,14.48,2.0,0.4,6.2,18.04,77.0,29.4,3.4,53.2,18,20
3101,8,56,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,7,1095,1125,1065,0.0,0.4,11.8,8.38,1.6,0.4,4.98,16.16,74.4,25.2,3.4,54.2,18,15
3102,5,55,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,4,1145,1140,1150,0.2,0.4,15.0,11.2,1.8,0.4,5.9,19.36,86.6,28.4,4.2,54.6,18,10
3103,2,52,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,29,1100,1125,1080,0.2,0.4,14.4,9.86,1.6,0.4,5.3,18.8,86.6,24.2,4.2,53.8,18,17
3104,9,55,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,6,1100,1105,1100,0.2,1.0,19.2,9.54,1.6,0.6,6.54,25.8,86.6,29.8,5.8,53.6,18,14
3105,1,51,8,6,117,2139,49,264.0,444.2,686,15,351,139.4,0,2,51,20,1190,1150,1230,0.2,1.0,14.0,9.1,1.2,0.4,6.36,19.96,75.0,34.2,5.0,53.8,18,8
3133,1,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,8,1230,1150,1310,0.0,0.0,5.0,4.8,0.0,0.0,2.1,9.6,23.0,7.0,1.0,44.0,18,5
3134,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,16,1365,1360,1370,0.0,0.0,2.5,2.4,0.0,0.0,1.05,4.8,11.5,3.5,0.5,44.0,18,1
3135,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,11,1370,1350,1390,0.0,0.0,1.67,1.6,0.0,0.0,0.7,3.2,7.67,2.33,0.33,44.0,18,3
3136,1,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,9,1065,1050,1080,0.0,0.0,2.0,1.35,0.0,0.0,0.75,3.15,8.0,3.0,0.5,44.0,18,17
3137,1,45,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,5,1055,1050,1060,0.0,0.0,2.0,1.08,0.0,0.0,0.64,2.52,8.2,3.2,0.6,44.2,18,11
3138,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,14,1100,1110,1090,0.0,0.0,1.0,0.12,0.0,0.0,0.22,0.6,3.6,1.8,0.4,44.2,18,13
3139,0,43,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,25,1240,1210,1270,0.0,0.0,1.6,2.32,0.2,0.0,0.86,3.2,15.0,3.4,0.4,44.0,18,3
3140,1,43,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,29,1100,1125,1080,0.0,0.0,1.8,2.34,0.2,0.0,0.88,3.4,24.0,3.4,0.6,43.8,18,17
3141,1,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,20,1190,1150,1230,0.0,0.0,1.8,2.28,0.2,0.0,0.72,2.84,22.4,2.4,0.6,43.8,18,8
3142,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,10,1160,1140,1180,0.0,0.0,1.4,2.28,0.2,0.0,0.68,2.84,20.6,1.6,0.4,43.6,18,4
3143,1,43,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,24,1040,1020,1060,0.0,0.0,2.0,2.38,0.2,0.0,0.74,2.88,21.2,2.0,0.6,43.4,18,20
3144,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,21,1045,1050,1040,0.0,0.0,1.4,0.18,0.0,0.0,0.1,0.28,9.8,0.4,0.6,43.6,18,19
3145,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,19,1030,1045,1020,0.0,0.0,1.2,0.16,0.0,0.0,0.08,0.08,0.8,0.4,0.4,43.8,18,20
3146,1,43,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,22,1210,1180,1240,0.0,0.0,0.8,0.22,0.0,0.0,0.1,0.04,2.0,0.8,0.4,43.6,18,9
3147,0,45,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,3,1125,1080,1170,0.0,0.0,0.8,0.22,0.0,0.0,0.1,0.04,2.0,0.8,0.4,43.8,18,8
3148,1,43,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,25,1220,1210,1230,0.0,0.0,1.0,1.2,0.4,0.0,0.56,0.44,14.8,4.0,0.4,43.8,18,7
3149,8,43,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,28,1070,1080,1060,0.0,0.6,6.6,1.46,0.4,0.2,1.66,7.68,16.6,7.4,2.0,43.6,18,16
3150,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,12,1125,1130,1120,0.0,0.6,6.6,1.46,0.4,0.2,1.66,7.68,16.6,7.4,2.0,43.6,18,7
3151,0,43,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,27,1285,1220,1350,0.0,0.6,6.4,1.34,0.4,0.2,1.62,7.68,15.2,7.0,1.8,43.6,18,4
3152,1,45,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,4,1145,1140,1150,0.0,0.6,7.0,3.72,0.6,0.2,1.94,8.16,16.4,7.4,2.0,43.6,18,10
3153,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,13,1100,1120,1085,0.0,0.6,6.2,2.64,0.2,0.2,1.42,7.72,3.0,3.8,1.8,43.8,18,16
3154,1,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,7,1095,1125,1065,0.0,0.0,2.0,2.38,0.2,0.0,0.4,1.28,2.6,0.4,0.4,44.0,18,15
3155,1,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,6,1100,1105,1100,0.0,0.0,2.4,4.68,0.2,0.0,0.84,1.28,6.2,2.4,0.6,44.0,18,14
3156,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,15,1365,1370,1360,0.0,0.0,2.4,4.68,0.2,0.0,0.84,1.28,6.2,2.4,0.6,44.2,18,2
3157,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,18,1280,1210,1355,0.0,0.0,1.8,2.3,0.0,0.0,0.52,0.8,5.0,2.0,0.4,44.0,18,6
3158,0,44,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,7,1050,1050,1050,0.0,0.0,1.8,2.3,0.0,0.0,0.52,0.8,5.0,2.0,0.4,44.0,18,19
3159,1,43,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,28,1100,1055,1145,0.0,0.0,0.8,2.36,0.2,0.0,0.48,0.28,7.0,2.0,0.4,43.8,18,12
3160,1,43,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,23,1105,1050,1160,0.0,0.0,0.6,0.12,0.2,0.0,0.1,0.72,3.8,0.0,0.4,43.6,18,6
3161,1,45,1,0,23,289,7,69.1,82.4,79,3,78,23.1,0,2,43,1,1100,1070,1135,0.0,0.0,2.0,0.12,0.4,0.0,0.1,0.72,4.2,0.0,0.6,43.8,18,9
3243,5,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,23,1105,1050,1160,1.0,0.0,25.0,3.9,4.0,0.0,4.6,17.4,90.0,25.0,5.0,49.0,18,6
3244,1,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,14,1100,1110,1090,0.5,0.0,14.0,2.15,3.0,0.0,2.35,9.2,74.5,12.5,3.0,49.0,18,13
3245,1,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,5,1055,1050,1060,0.33,0.0,10.33,1.77,2.0,0.0,1.7,6.6,55.0,9.0,2.33,49.0,18,11
3246,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,12,1125,1130,1120,0.25,0.0,10.5,6.85,1.75,0.0,2.6,8.3,62.5,11.0,2.25,49.0,18,7
3247,1,50,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,1,1100,1070,1135,0.2,0.0,9.0,5.48,1.8,0.0,2.08,6.64,52.8,8.8,2.0,49.2,18,9
3248,1,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,19,1030,1045,1020,0.0,0.0,4.4,4.78,1.0,0.0,1.22,3.68,38.4,3.8,1.2,49.2,18,20
3249,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,10,1160,1140,1180,0.0,0.0,5.0,5.06,1.2,0.0,1.48,5.6,44.6,4.2,1.4,49.2,18,4
3250,8,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,9,1065,1050,1080,0.0,0.4,12.6,9.56,1.6,0.2,3.4,14.6,59.4,9.8,2.8,49.2,18,17
3251,1,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,15,1365,1370,1360,0.0,0.4,11.4,6.04,1.6,0.2,2.56,13.2,48.0,6.4,2.6,49.2,18,2
3252,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,28,1070,1080,1060,0.0,0.4,11.0,7.0,1.4,0.2,2.82,13.2,62.4,8.2,2.8,49.0,18,16
3253,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,24,1040,1020,1060,0.0,0.4,13.2,12.22,2.0,0.2,3.52,14.64,76.8,8.6,3.0,49.0,18,20
3254,1,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,18,1280,1210,1355,0.0,0.4,12.6,13.96,1.4,0.2,3.54,12.96,60.6,8.6,2.8,49.0,18,6
3255,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,6,1100,1105,1100,0.0,0.0,7.0,17.98,1.2,0.0,2.98,5.88,60.6,6.0,1.6,49.0,18,14
3256,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,8,1230,1150,1310,0.0,0.0,9.0,19.64,1.2,0.0,3.56,7.08,73.0,9.0,1.8,49.0,18,5
3257,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,27,1285,1220,1350,0.0,0.0,11.4,19.2,1.6,0.0,3.62,8.52,72.6,8.4,1.8,49.0,18,4
3258,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,11,1370,1350,1390,0.0,0.0,10.8,15.32,1.0,0.0,3.5,8.48,70.4,11.0,1.8,49.0,18,3
3259,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,29,1100,1125,1080,0.0,0.0,12.6,16.34,1.2,0.0,3.84,10.2,86.6,11.8,2.0,49.0,18,17
3260,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,7,1095,1125,1065,0.0,0.0,11.6,8.08,1.2,0.0,2.88,9.64,86.6,11.0,2.0,49.0,18,15
3261,5,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,13,1100,1120,1085,0.2,0.0,13.2,8.86,1.2,0.0,3.12,12.84,86.6,9.4,2.6,49.0,18,16
3262,5,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,28,1100,1055,1145,0.2,0.0,15.2,8.64,1.4,0.2,4.44,20.16,87.2,15.6,3.2,49.0,18,12
3263,8,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,22,1210,1180,1240,0.2,0.4,19.8,10.42,1.4,0.4,6.2,27.24,89.4,24.4,4.4,49.0,18,9
3264,9,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,25,1240,1210,1270,0.2,1.0,25.4,11.52,2.0,0.6,7.88,35.24,89.4,32.0,5.8,49.0,18,3
3265,1,50,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,3,1125,1080,1170,0.2,1.0,24.4,11.06,1.8,0.6,7.4,33.6,74.0,29.4,5.6,49.2,18,8
3266,1,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,4,1145,1140,1150,0.0,1.0,20.6,7.92,1.8,0.6,6.62,28.6,58.4,29.8,4.8,49.2,18,10
3267,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,25,1220,1210,1230,0.0,1.0,19.4,12.18,1.4,0.4,6.54,23.24,59.0,30.0,4.2,49.2,18,7
3268,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,7,1050,1050,1050,0.0,0.6,13.0,11.54,1.8,0.2,4.6,14.24,59.0,20.2,3.0,49.2,18,19
3269,0,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,16,1365,1360,1370,0.0,0.0,5.0,7.32,1.0,0.0,2.28,4.08,41.0,11.4,1.2,49.2,18,1
3270,2,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,21,1045,1050,1040,0.0,0.0,8.4,16.44,1.2,0.0,5.08,9.68,56.4,24.6,1.4,49.0,18,19
3271,1,49,4,2,75,1895,42,364.5,400.8,455,7,359,122.0,0,1,49,20,1190,1150,1230,0.0,0.0,9.2,24.9,1.2,0.0,6.36,11.72,63.0,26.8,1.4,49.0,18,8
3356,2,48,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,28,1100,1070,1135,0.0,0.0,5.0,1.7,1.0,0.0,2.6,2.8,90.0,21.0,2.0,48.0,17,9
3357,0,48,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,27,1370,1350,1390,0.0,0.0,2.5,0.85,0.5,0.0,1.3,1.4,45.0,10.5,1.0,48.0,17,3
3358,0,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,24,1280,1210,1355,0.0,0.0,1.67,0.57,0.33,0.0,0.87,0.93,30.0,7.0,0.67,48.33,17,6
3359,7,50,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,2,1040,1020,1060,0.0,0.5,8.75,0.55,0.25,0.25,1.92,8.95,24.0,9.5,2.25,48.75,17,20
3360,0,48,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,26,1160,1140,1180,0.0,0.4,7.0,0.44,0.2,0.2,1.54,7.16,19.2,7.6,1.8,48.6,17,4
3361,2,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,13,1210,1180,1240,0.0,0.4,6.6,2.32,0.6,0.2,2.44,8.48,13.6,13.4,1.8,48.8,17,9
3362,1,50,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,1,1350,1370,1330,0.0,0.4,7.2,2.32,0.6,0.2,2.44,8.48,13.8,13.4,2.0,49.2,17,2
3363,1,50,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,5,1050,1050,1050,0.0,0.4,7.6,2.32,0.6,0.2,2.48,8.48,14.2,13.8,2.2,49.4,17,19
3364,9,48,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,29,1055,1020,1090,0.0,0.6,8.0,4.42,0.6,0.2,2.8,9.24,27.8,14.2,2.6,49.0,17,18
3365,0,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,11,1285,1220,1350,0.0,0.6,8.0,4.42,0.6,0.2,2.8,9.24,27.8,14.2,2.6,49.2,17,4
3366,1,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,12,1100,1055,1150,0.0,0.6,7.8,4.26,0.2,0.2,1.66,7.76,18.2,4.6,2.4,49.2,17,10
3367,1,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,17,1230,1150,1310,0.0,0.6,8.6,6.26,0.2,0.2,1.94,8.16,22.4,5.0,2.4,49.0,17,5
3368,1,50,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,22,1365,1370,1360,0.0,0.6,8.4,6.54,0.2,0.2,1.98,8.2,31.0,5.0,2.4,49.0,17,2
3369,2,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,20,1220,1210,1230,0.0,0.0,3.0,4.6,0.4,0.0,0.66,0.84,34.2,1.4,1.0,49.2,17,7
3370,0,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,10,1240,1210,1270,0.0,0.0,3.0,4.6,0.4,0.0,0.66,0.84,34.2,1.4,1.0,49.2,17,3
3371,1,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,7,1100,1055,1150,0.0,0.0,2.4,2.56,0.2,0.0,0.42,0.44,33.2,1.8,1.0,49.2,17,13
3372,1,50,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,3,1125,1130,1120,0.0,0.0,1.6,4.64,0.2,0.0,0.72,0.88,30.6,2.2,1.0,49.4,17,7
3373,11,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,18,1100,1130,1075,0.2,0.4,10.8,9.22,0.8,0.2,3.38,12.76,39.6,12.4,3.0,49.2,17,12
3374,1,49,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,16,1100,1085,1115,0.2,0.4,10.4,8.96,0.6,0.2,3.36,12.76,22.8,12.2,2.8,49.2,17,14
3375,0,48,10,1,94,1117,19,204.7,436.0,481,17,355,112.1,0,0,48,25,1145,1140,1150,0.2,0.4,10.4,8.96,0.6,0.2,3.36,12.76,22.8,12.2,2.8,49.0,17,10
