,total_points,goals_scoredALL,assistsALL,total_pointsALL,minutesALL,goals_concededALL,creativityALL,influenceALL,threatALL,bonusALL,bpsALL,ict_indexALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence,AV_assists_past5,AV_bonus_past5,AV_bps_past5,AV_creativity_past5,AV_goals_conceded_past5,AV_goals_scored_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_threat_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
25708,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,14,1285,1220,1350,0.0,0.0,0.2,0.24,0.2,0.0,0.18,1.08,11.8,0.4,0.2,49.2,12,4
25709,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,4,1100,1110,1090,0.0,0.0,0.2,0.24,0.2,0.0,0.18,1.08,11.8,0.4,0.2,49.2,12,13
25710,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,10,1050,1050,1050,0.0,0.0,0.2,0.24,0.2,0.0,0.18,1.08,11.8,0.4,0.2,49.2,12,19
25711,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,23,1100,1125,1080,0.0,0.0,0.2,0.24,0.2,0.0,0.18,1.08,11.8,0.4,0.2,49.2,12,17
25716,1,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,3,1230,1150,1310,0.0,0.0,0.4,0.32,0.2,0.0,0.34,0.6,6.0,2.4,0.2,49.2,12,5
25717,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,28,1090,1060,1120,0.0,0.0,0.4,0.32,0.2,0.0,0.34,0.6,6.0,2.4,0.2,49.2,12,18
25718,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,8,1095,1125,1065,0.0,0.0,0.4,0.32,0.2,0.0,0.34,0.6,6.0,2.4,0.2,49.2,12,15
25719,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,16,1125,1130,1120,0.0,0.0,0.4,0.32,0.2,0.0,0.34,0.6,6.0,2.4,0.2,49.2,12,7
25720,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,13,1030,1045,1020,0.0,0.0,0.4,0.32,0.2,0.0,0.34,0.6,6.0,2.4,0.2,49.2,12,20
25727,1,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,2,1240,1210,1270,0.0,0.0,0.2,0.36,0.6,0.0,0.08,0.12,12.4,0.4,0.2,49.2,12,3
25728,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,24,1055,1050,1060,0.0,0.0,0.2,0.36,0.6,0.0,0.08,0.12,12.4,0.4,0.2,49.2,12,11
25729,0,0,0,3,151,5,4.6,9.0,16,0,4,3.0,0,1,49,27,1045,1050,1040,0.0,0.0,0.2,0.36,0.6,0.0,0.08,0.12,12.4,0.4,0.2,49.2,12,19
25731,1,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,7,1125,1130,1120,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.7,6.0,1.0,0.5,44.0,16,7
25732,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,5,1160,1140,1180,0.0,0.0,0.67,0.0,0.0,0.0,0.1,0.47,4.0,0.67,0.33,44.0,16,4
25733,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,27,1170,1110,1230,0.0,0.0,0.5,0.0,0.0,0.0,0.08,0.35,3.0,0.5,0.25,43.75,16,5
25734,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,21,1350,1370,1330,0.0,0.0,0.4,0.0,0.0,0.0,0.06,0.28,2.4,0.4,0.2,43.6,16,2
25735,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,12,1100,1125,1080,0.0,0.0,0.4,0.0,0.0,0.0,0.06,0.28,2.4,0.4,0.2,43.6,16,15
25738,2,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,17,1355,1350,1360,0.0,0.0,1.0,0.28,0.4,0.0,0.04,0.16,16.0,0.0,0.4,43.4,16,1
25739,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,4,1100,1105,1100,0.0,0.0,1.0,0.28,0.4,0.0,0.04,0.16,16.0,0.0,0.4,43.6,16,14
25740,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,9,1105,1050,1160,0.0,0.0,1.0,0.28,0.4,0.0,0.04,0.16,16.0,0.0,0.4,43.6,16,6
25741,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,26,1050,1050,1050,0.0,0.0,1.0,0.28,0.4,0.0,0.04,0.16,16.0,0.0,0.4,43.6,16,19
25742,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,1,1030,1045,1020,0.0,0.0,1.0,0.28,0.4,0.0,0.04,0.16,16.0,0.0,0.4,44.0,16,20
25744,1,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,14,1100,1055,1150,0.0,0.0,0.6,0.06,0.0,0.0,0.06,0.04,1.6,0.4,0.2,44.0,16,10
25745,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,19,1125,1080,1170,0.0,0.0,0.6,0.06,0.0,0.0,0.06,0.04,1.6,0.4,0.2,44.0,16,8
25746,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,3,1100,1110,1090,0.0,0.0,0.6,0.06,0.0,0.0,0.06,0.04,1.6,0.4,0.2,44.4,16,13
25747,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,28,1090,1060,1120,0.0,0.0,0.6,0.06,0.0,0.0,0.06,0.04,1.6,0.4,0.2,44.0,16,18
25748,0,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,10,1230,1150,1310,0.0,0.0,0.6,0.06,0.0,0.0,0.06,0.04,1.6,0.4,0.2,44.0,16,5
25757,3,0,0,7,174,2,5.0,9.4,8,0,18,2.2,0,0,43,8,1100,1125,1080,0.0,0.0,1.6,0.66,0.0,0.0,0.28,1.4,14.8,0.8,0.6,44.0,16,17
25820,1,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,27,1055,1050,1060,0.0,0.0,0.6,0.1,0.2,0.0,0.06,0.08,2.4,0.4,0.2,44.2,9,11
25821,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,4,1280,1210,1355,0.0,0.0,0.6,0.1,0.2,0.0,0.06,0.08,2.4,0.4,0.2,44.2,9,6
25822,1,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,25,1030,1045,1020,0.0,0.0,1.0,1.22,0.2,0.0,0.38,0.32,11.4,2.2,0.4,44.2,9,20
25823,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,21,1100,1105,1100,0.0,0.0,1.0,1.22,0.2,0.0,0.38,0.32,11.4,2.2,0.4,44.2,9,14
25824,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,12,1040,1020,1060,0.0,0.0,1.0,1.22,0.2,0.0,0.38,0.32,11.4,2.2,0.4,44.0,9,20
25825,2,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,28,1100,1125,1080,0.0,0.0,1.6,4.3,0.0,0.0,1.1,1.52,24.0,5.2,0.6,44.0,9,17
25826,1,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,18,1070,1080,1060,0.0,0.0,2.4,4.36,0.0,0.0,1.14,1.76,25.4,5.2,0.8,44.0,9,16
25827,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,23,1100,1120,1085,0.0,0.0,2.0,3.24,0.0,0.0,0.82,1.52,16.4,3.4,0.6,44.0,9,16
25828,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,5,1125,1130,1120,0.0,0.0,2.0,3.24,0.0,0.0,0.82,1.52,16.4,3.4,0.6,44.0,9,7
25829,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,16,1050,1050,1050,0.0,0.0,2.0,3.24,0.0,0.0,0.82,1.52,16.4,3.4,0.6,44.0,9,19
25830,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,2,1100,1085,1115,0.0,0.0,0.8,0.06,0.0,0.0,0.04,0.24,1.4,0.0,0.2,44.2,9,14
25831,1,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,13,1065,1050,1080,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.64,2.6,0.0,0.2,44.2,9,17
25832,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,7,1160,1140,1180,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.64,2.6,0.0,0.2,44.2,9,4
25833,1,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,22,1055,1020,1090,0.0,0.0,1.2,0.04,0.0,0.0,0.2,1.92,6.4,0.0,0.4,44.2,9,18
25834,1,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,15,1100,1055,1150,0.0,0.0,2.0,0.06,0.0,0.0,0.28,2.76,7.6,0.0,0.6,44.2,9,13
25835,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,26,1100,1125,1080,0.0,0.0,2.0,0.06,0.0,0.0,0.28,2.76,7.6,0.0,0.6,44.0,9,15
25836,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,17,1350,1370,1330,0.0,0.0,1.4,0.06,0.0,0.0,0.22,2.12,5.0,0.0,0.4,44.0,9,2
25837,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,8,1370,1350,1390,0.0,0.0,1.4,0.06,0.0,0.0,0.22,2.12,5.0,0.0,0.4,44.0,9,3
25838,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,6,1100,1130,1075,0.0,0.0,0.8,0.02,0.0,0.0,0.08,0.84,1.2,0.0,0.2,44.0,9,12
25839,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,19,1230,1150,1310,0.0,0.0,0.2,0.16,0.4,0.0,0.06,0.36,4.2,0.0,0.0,44.0,9,5
25840,0,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,9,1355,1350,1360,0.0,0.0,0.2,0.16,0.4,0.0,0.06,0.36,4.2,0.0,0.0,44.0,9,1
25841,1,0,0,11,296,5,47.7,44.8,39,0,39,13.3,0,2,44,20,1100,1055,1150,0.0,0.0,1.0,4.76,0.4,0.0,0.7,0.88,7.4,1.2,0.2,44.0,9,10
25926,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,1,1175,1180,1170,0.0,0.0,12.0,18.3,1.0,0.0,2.7,8.8,82.0,0.0,2.0,50.0,15,11
25927,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,20,1100,1085,1115,0.0,0.0,12.5,13.0,2.0,0.0,2.7,11.9,86.0,2.0,2.0,49.5,15,14
25928,3,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,25,1100,1120,1085,0.0,0.33,14.0,15.63,1.67,0.0,3.6,11.47,87.33,8.67,2.33,49.33,15,16
25929,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,19,1365,1360,1370,0.0,0.25,13.0,15.9,2.0,0.0,3.7,13.95,88.0,7.0,2.25,49.25,15,1
25930,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,26,1100,1070,1135,0.0,0.2,12.8,13.18,1.8,0.0,3.06,11.76,88.4,5.6,2.2,49.2,15,9
25931,7,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,6,1100,1110,1090,0.2,0.6,16.2,20.38,1.8,0.0,4.46,17.16,90.0,7.0,3.2,49.0,15,13
25932,3,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,14,1065,1050,1080,0.2,0.6,17.4,19.62,1.2,0.0,4.58,18.52,90.0,7.6,3.4,49.0,15,17
25933,1,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,24,1355,1350,1360,0.2,0.4,15.6,17.6,1.4,0.0,4.12,20.52,90.0,3.2,3.0,49.0,15,1
25934,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,18,1170,1110,1230,0.2,0.4,17.4,21.22,1.2,0.0,5.08,20.92,90.0,8.8,3.0,49.0,15,5
25935,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,11,1210,1180,1240,0.2,0.4,16.6,23.82,1.2,0.0,5.62,23.4,90.0,9.0,3.0,49.0,15,9
25936,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,9,1240,1210,1270,0.0,0.0,12.6,13.12,1.4,0.0,3.9,18.08,90.0,7.8,2.0,49.0,15,3
25937,1,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,3,1100,1105,1100,0.0,0.0,10.8,17.98,1.6,0.0,4.46,16.36,90.0,10.4,1.6,49.2,15,14
25938,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,4,1030,1045,1020,0.0,0.0,11.2,18.04,1.6,0.0,4.16,13.16,86.8,10.4,1.8,49.4,15,20
25939,8,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,8,1100,1130,1075,0.0,0.0,12.8,12.8,1.2,0.2,3.98,18.36,86.8,8.6,3.0,49.4,15,12
25940,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,13,1220,1210,1230,0.0,0.0,14.2,20.22,1.6,0.2,4.76,18.32,86.8,9.0,3.0,49.4,15,7
25941,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,17,1045,1050,1040,0.0,0.0,14.0,27.04,1.2,0.2,5.82,20.04,86.8,11.0,3.0,49.4,15,19
25942,5,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,27,1145,1140,1150,0.2,0.0,17.2,29.92,1.6,0.2,6.02,21.84,86.8,8.2,3.8,49.2,15,10
25943,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,28,1125,1130,1120,0.2,0.0,19.2,35.04,1.6,0.2,6.96,24.28,86.8,10.0,3.8,49.0,15,7
25944,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,2,1160,1140,1180,0.2,0.0,15.4,37.0,2.4,0.0,6.1,17.16,86.8,6.6,2.6,49.2,15,4
25945,1,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,5,1365,1370,1360,0.2,0.0,13.0,26.52,1.8,0.0,4.68,14.12,70.8,6.0,2.4,49.2,15,2
25946,1,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,12,1070,1080,1060,0.2,0.0,13.2,20.26,2.2,0.0,3.72,12.92,70.8,4.0,2.2,49.2,15,16
25947,1,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,23,1230,1150,1310,0.0,0.0,10.2,17.42,2.0,0.0,3.2,11.72,70.8,2.8,1.4,49.2,15,5
25948,0,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,15,1280,1210,1355,0.0,0.0,6.2,10.08,1.6,0.0,1.94,8.36,56.0,1.0,1.0,49.2,15,6
25949,3,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,21,1285,1220,1350,0.0,0.0,6.8,12.06,0.8,0.0,2.76,10.72,56.0,4.8,1.2,49.0,15,4
25950,2,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,7,1090,1060,1120,0.0,0.0,7.8,20.24,1.2,0.0,4.16,11.76,72.0,9.6,1.4,49.0,15,18
25951,3,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,10,1100,1055,1150,0.0,0.0,8.2,20.58,0.8,0.0,4.36,12.76,72.0,10.2,1.8,49.0,15,10
25952,3,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,16,1190,1150,1230,0.0,0.0,8.0,15.16,0.4,0.0,3.7,11.72,72.0,10.2,2.2,49.0,15,8
25953,3,1,2,71,2400,40,560.8,460.8,208,3,367,123.0,0,5,49,22,1055,1050,1060,0.0,0.0,10.6,21.16,0.4,0.0,4.9,17.4,90.0,10.6,2.8,49.0,15,11
25983,7,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,4,1045,1050,1040,0.0,0.0,16.0,10.1,0.5,0.5,7.35,26.8,42.5,36.5,3.5,77.5,5,19
25984,6,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,10,1070,1080,1060,0.33,0.0,15.67,16.97,0.33,0.33,6.57,19.73,57.67,29.0,4.33,78.67,5,16
25985,5,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,27,1100,1120,1085,0.5,0.0,17.75,19.6,0.5,0.25,6.55,22.25,63.75,23.75,4.5,78.75,5,16
25986,0,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,13,1285,1220,1350,0.4,0.0,14.2,15.68,0.4,0.2,5.24,17.8,51.0,19.0,3.6,78.8,5,4
25987,0,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,21,1125,1130,1120,0.4,0.0,14.2,15.68,0.4,0.2,5.24,17.8,51.0,19.0,3.6,78.8,5,7
25988,5,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,23,1095,1125,1065,0.6,0.0,11.4,15.12,0.4,0.0,3.56,12.52,51.0,8.0,3.2,79.2,5,15
25989,9,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,9,1175,1180,1170,0.4,0.2,14.4,18.82,0.4,0.2,5.62,21.92,49.6,15.4,3.8,79.2,5,11
25990,0,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,14,1355,1350,1360,0.2,0.2,9.6,13.32,0.2,0.2,4.32,15.96,33.2,13.8,2.8,79.2,5,1
25991,7,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,22,1100,1055,1150,0.4,0.6,14.8,21.58,0.6,0.2,6.02,20.48,50.6,18.0,4.2,79.0,5,13
25992,1,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,5,1040,1020,1060,0.4,0.6,17.2,32.76,0.8,0.2,8.14,25.68,68.6,22.8,4.4,79.0,5,20
25993,0,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,15,1145,1140,1150,0.2,0.6,13.6,29.28,0.6,0.2,6.88,20.24,51.6,19.2,3.4,78.8,5,10
25994,2,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,29,1055,1050,1060,0.2,0.4,10.4,24.04,1.2,0.0,4.52,11.0,48.4,10.2,2.0,78.6,5,11
25995,9,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,28,1160,1140,1180,0.2,0.6,16.4,25.62,1.2,0.2,6.3,19.6,65.8,17.8,3.8,78.6,5,4
25996,2,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,7,1370,1350,1390,0.0,0.2,13.6,29.6,1.0,0.2,6.8,18.84,66.2,19.6,2.8,78.8,5,3
25997,9,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,6,1350,1370,1330,0.4,0.4,16.8,24.88,1.2,0.2,6.16,21.0,63.6,15.8,4.4,79.0,5,2
25998,1,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,11,1190,1150,1230,0.4,0.4,16.8,25.02,1.4,0.2,6.26,21.52,72.6,16.2,4.6,79.6,5,8
25999,10,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,3,1100,1055,1145,0.4,0.8,20.8,25.1,0.8,0.4,7.78,28.84,74.0,24.0,6.2,78.8,5,12
26000,0,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,12,1100,1085,1115,0.4,0.6,14.8,23.52,0.8,0.2,6.0,20.24,56.6,16.4,4.4,79.0,5,14
26001,0,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,17,1065,1050,1080,0.4,0.6,12.4,11.28,0.6,0.2,3.8,16.48,38.8,10.4,4.0,78.8,5,17
26002,6,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,8,1055,1020,1090,0.2,0.4,11.6,15.34,0.2,0.2,4.26,14.2,38.4,13.2,3.4,79.0,5,18
26003,9,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,1,1100,1110,1090,0.6,0.8,17.8,31.78,0.4,0.2,7.22,23.52,47.4,17.0,5.0,77.8,5,13
26004,0,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,16,1280,1210,1355,0.6,0.4,11.0,27.1,0.4,0.0,5.0,14.92,33.0,8.0,3.0,78.2,5,6
26005,0,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,19,1100,1070,1135,0.6,0.4,11.0,27.1,0.4,0.0,5.0,14.92,33.0,8.0,3.0,77.8,5,9
26006,2,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,25,1100,1105,1100,0.6,0.4,13.6,34.24,0.8,0.0,6.22,17.32,50.0,10.6,3.4,78.2,5,14
26007,3,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,2,1220,1210,1230,0.4,0.4,11.2,32.1,0.8,0.0,6.08,15.52,53.0,13.2,2.8,77.2,5,7
26008,0,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,18,1100,1125,1080,0.0,0.0,5.0,15.52,0.4,0.0,3.02,5.68,35.0,9.0,1.0,77.8,5,15
26009,1,4,9,96,1530,19,660.0,498.4,452,9,380,160.9,0,3,80,24,1210,1180,1240,0.0,0.0,6.4,24.6,0.6,0.0,4.58,8.04,53.0,13.2,1.2,78.2,5,9
26010,1,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,17,1125,1080,1170,0.0,0.0,8.0,11.3,2.0,0.0,2.9,12.0,90.0,6.0,1.0,44.0,20,8
26011,0,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,4,1175,1180,1170,0.0,0.0,4.0,5.65,1.0,0.0,1.45,6.0,45.0,3.0,0.5,44.0,1,11
26012,7,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,22,1070,1080,1060,0.0,0.0,8.67,6.77,1.67,0.33,3.13,16.93,60.0,7.67,2.67,44.0,20,16
26013,2,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,10,1350,1370,1330,0.0,0.0,7.5,7.65,2.0,0.25,2.72,13.3,62.5,6.25,2.5,44.0,20,2
26014,2,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,6,1280,1210,1355,0.0,0.0,7.2,11.2,3.0,0.2,2.9,11.88,64.8,5.8,2.4,44.0,20,6
26015,1,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,27,1365,1370,1360,0.0,0.0,6.2,9.0,3.6,0.2,2.32,9.48,55.8,4.8,2.4,44.0,20,2
26016,1,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,14,1045,1050,1040,0.0,0.0,7.2,11.16,4.2,0.2,2.66,10.4,64.8,5.2,2.6,44.0,20,19
26017,5,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,19,1090,1060,1120,0.2,0.0,7.0,14.82,4.2,0.0,2.58,7.64,64.8,3.6,2.2,44.0,20,18
26018,2,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,25,1210,1180,1240,0.2,0.0,6.6,15.78,4.4,0.0,2.8,8.08,66.4,4.4,2.2,44.0,20,9
26019,1,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,8,1055,1050,1060,0.2,0.0,6.2,10.8,3.4,0.0,2.16,7.48,56.4,3.6,2.0,44.0,20,11
26020,0,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,2,1280,1210,1355,0.2,0.0,5.6,10.74,2.4,0.0,2.16,7.48,47.4,3.4,1.8,44.2,1,6
26021,1,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,1,1045,1050,1040,0.2,0.0,5.2,8.58,1.8,0.0,1.82,6.56,38.6,3.0,1.8,44.4,1,19
26022,0,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,3,1030,1045,1020,0.0,0.0,1.8,3.12,1.2,0.0,0.6,1.56,20.6,1.2,0.8,44.6,1,20
26023,0,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,20,1355,1350,1360,0.0,0.0,1.4,0.1,0.4,0.0,0.08,0.64,5.0,0.0,0.4,44.6,20,1
26024,2,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,21,1145,1140,1150,0.0,0.0,2.4,8.32,0.4,0.0,1.24,0.92,18.2,3.2,0.6,44.6,20,10
26025,1,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,7,1100,1055,1150,0.0,0.0,2.8,9.92,0.8,0.0,1.6,0.92,32.0,5.2,0.8,44.4,20,10
26026,4,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,11,1100,1105,1100,0.2,0.0,4.4,14.22,1.0,0.0,2.76,5.4,40.8,8.0,1.4,44.2,20,14
26027,2,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,23,1285,1220,1350,0.2,0.0,6.8,17.26,2.0,0.0,3.2,6.28,55.0,8.4,1.8,44.0,20,4
26028,8,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,16,1100,1055,1150,0.2,0.0,11.2,17.94,2.0,0.2,4.48,13.76,71.0,13.0,3.4,44.0,20,13
26029,3,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,5,1170,1110,1230,0.2,0.0,10.8,9.72,1.6,0.2,4.1,14.44,66.8,16.6,3.6,44.0,20,5
26030,2,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,13,1100,1130,1075,0.2,0.0,10.4,8.7,1.8,0.2,3.9,14.44,69.0,15.8,3.8,44.0,20,12
26031,2,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,26,1100,1085,1115,0.0,0.0,9.2,7.96,1.8,0.2,3.88,11.68,78.0,19.2,3.4,44.0,20,14
26032,1,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,18,1160,1140,1180,0.0,0.0,8.0,5.68,1.0,0.2,3.76,12.8,66.6,19.2,3.2,44.0,20,4
26033,2,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,12,1100,1070,1135,0.0,0.0,4.8,6.26,1.2,0.0,3.06,7.32,67.4,17.2,2.0,44.0,20,9
26034,7,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,24,1055,1020,1090,0.0,0.0,7.6,6.36,1.4,0.2,3.38,12.32,69.6,15.4,2.8,44.0,20,18
26035,2,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,15,1370,1350,1390,0.0,0.0,8.6,8.68,1.2,0.2,4.34,15.84,71.6,19.0,2.8,44.0,20,3
26036,5,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,9,1220,1210,1230,0.2,0.0,12.4,13.72,1.4,0.2,4.58,17.28,69.0,14.8,3.4,44.0,20,7
26037,1,3,3,66,1568,56,289.8,273.8,257,0,207,82.0,0,2,44,28,1100,1055,1145,0.2,0.0,12.4,13.02,1.6,0.2,4.38,16.32,70.4,14.4,3.4,44.0,20,12
